"humidity","temperature","__dt"
"50.47187805","24.2275238","2024-03-07 00:00:00.000"
"50.47502518","24.22142029","2024-03-07 00:00:00.000"
"50.43611526","24.23191071","2024-03-07 00:00:00.000"
"55.70402145","24.46537018","2024-03-07 00:00:00.000"
"55.80873489","24.47433472","2024-03-07 00:00:00.000"
"55.98859787","24.477005","2024-03-07 00:00:00.000"
"56.14204407","24.48291779","2024-03-07 00:00:00.000"
"56.2040329","24.50237274","2024-03-07 00:00:00.000"
"56.27174377","24.48348999","2024-03-07 00:00:00.000"
"56.28061295","24.4852066","2024-03-07 00:00:00.000"
"56.29663467","24.5059967","2024-03-07 00:00:00.000"
"56.30874634","24.49684143","2024-03-07 00:00:00.000"
"56.24980927","24.49913025","2024-03-07 00:00:00.000"
"56.15673065","24.49684143","2024-03-07 00:00:00.000"
"56.0915947","24.48863983","2024-03-07 00:00:00.000"
"55.97143173","24.49684143","2024-03-07 00:00:00.000"
"55.76591492","24.49054718","2024-03-07 00:00:00.000"
"55.4186821","24.49874878","2024-03-07 00:00:00.000"
"55.14602661","24.49741364","2024-03-07 00:00:00.000"
"54.87995148","24.48787689","2024-03-07 00:00:00.000"
"54.72860336","24.48692322","2024-03-07 00:00:00.000"
"54.60090637","24.49378967","2024-03-07 00:00:00.000"
"54.51087952","24.47986603","2024-03-07 00:00:00.000"
"54.46224213","24.49054718","2024-03-07 00:00:00.000"
"54.47597504","24.47566986","2024-03-07 00:00:00.000"
"54.56409454","24.49378967","2024-03-07 00:00:00.000"
"54.5343399","24.48997498","2024-03-07 00:00:00.000"
"54.56981659","24.48863983","2024-03-07 00:00:00.000"
"54.53329086","24.48253632","2024-03-07 00:00:00.000"
"54.99162674","24.23095703","2024-03-07 00:00:00.000"
"55.5264473","24.23229218","2024-03-07 00:00:00.000"
"55.8672905","24.23324585","2024-03-07 00:00:00.000"
"56.1340332","24.23820496","2024-03-07 00:00:00.000"
"56.33430481","24.23305511","2024-03-07 00:00:00.000"
"56.11820221","24.2483139","2024-03-07 00:00:00.000"
"55.59415817","24.24812317","2024-03-07 00:00:00.000"
"54.90484238","24.23820496","2024-03-07 00:00:00.000"
"54.16374207","24.26109314","2024-03-07 00:00:00.000"
"53.40929031","24.25098419","2024-03-07 00:00:00.000"
"52.79359818","24.2515564","2024-03-07 00:00:00.000"
"52.37627029","24.25098419","2024-03-07 00:00:00.000"
"52.04286575","24.25498962","2024-03-07 00:00:00.000"
"51.81665421","24.25518036","2024-03-07 00:00:00.000"
"51.62553787","24.23725128","2024-03-07 00:00:00.000"
"51.46789551","24.24678802","2024-03-07 00:00:00.000"
"51.40457153","24.23267365","2024-03-07 00:00:00.000"
"51.2919426","24.24869537","2024-03-07 00:00:00.000"
"51.12810135","24.26013947","2024-03-07 00:00:00.000"
"51.21841431","24.25327301","2024-03-07 00:00:00.000"
"51.45645142","24.25956726","2024-03-07 00:00:00.000"
"51.70001984","24.23763275","2024-03-07 00:00:00.000"
"52.06804276","24.24240112","2024-03-07 00:00:00.000"
"52.34069824","24.25136566","2024-03-07 00:00:00.000"
"52.25019455","24.24449921","2024-03-07 00:00:00.000"
"51.94015503","24.26548004","2024-03-07 00:00:00.000"
"50.99048615","24.03888702","2024-03-07 00:00:00.000"
"50.98371506","24.0278244","2024-03-07 00:00:00.000"
"51.02329254","24.02420044","2024-03-07 00:00:00.000"
"51.00355148","24.05891418","2024-03-07 00:00:00.000"
"51.05581284","24.04613495","2024-03-07 00:00:00.000"
"51.09891891","24.03049469","2024-03-07 00:00:00.000"
"51.00250244","24.03240204","2024-03-07 00:00:00.000"
"50.99821091","24.03373718","2024-03-07 00:00:00.000"
"50.90684891","24.04098511","2024-03-07 00:00:00.000"
"50.80127716","24.05109406","2024-03-07 00:00:00.000"
"50.74529648","24.05929565","2024-03-07 00:00:00.000"
"50.6855011","24.06024933","2024-03-07 00:00:00.000"
"50.66652298","24.06482697","2024-03-07 00:00:00.000"
"50.63009262","24.04880524","2024-03-07 00:00:00.000"
"50.58698654","24.06578064","2024-03-07 00:00:00.000"
"50.58145523","24.05395508","2024-03-07 00:00:00.000"
"50.68845749","24.07169342","2024-03-07 00:00:00.000"
"50.84075928","24.07302856","2024-03-07 00:00:00.000"
"50.95386505","24.06482697","2024-03-07 00:00:00.000"
"51.07975006","24.07798767","2024-03-07 00:00:00.000"
"51.52015686","24.08084869","2024-03-07 00:00:00.000"
"52.10113525","24.06845093","2024-03-07 00:00:00.000"
"52.48441696","24.07989502","2024-03-07 00:00:00.000"
"52.67486572","24.05796051","2024-03-07 00:00:00.000"
"52.81610489","24.07531738","2024-03-07 00:00:00.000"
"52.94780731","24.08943176","2024-03-07 00:00:00.000"
"52.7507782","24.32575226","2024-03-07 00:00:00.000"
"52.775383","24.33166504","2024-03-07 00:00:00.000"
"52.74372101","24.34902191","2024-03-07 00:00:00.000"
"52.68106461","24.34673309","2024-03-07 00:00:00.000"
"52.572155","24.34082031","2024-03-07 00:00:00.000"
"52.53143311","24.32308197","2024-03-07 00:00:00.000"
"52.54449844","24.32632446","2024-03-07 00:00:00.000"
"52.50024796","24.3598938","2024-03-07 00:00:00.000"
"52.51655579","24.33300018","2024-03-07 00:00:00.000"
"52.51646042","24.32384491","2024-03-07 00:00:00.000"
"52.48041153","24.34940338","2024-03-07 00:00:00.000"
"52.42071152","24.34768677","2024-03-07 00:00:00.000"
"52.37255096","24.3473053","2024-03-07 00:00:00.000"
"52.35261917","24.32994843","2024-03-07 00:00:00.000"
"52.3355484","24.3188858","2024-03-07 00:00:00.000"
"52.35443115","24.32479858","2024-03-07 00:00:00.000"
"52.41003036","24.35646057","2024-03-07 00:00:00.000"
"52.44626999","24.32746887","2024-03-07 00:00:00.000"
"52.5097847","24.34024811","2024-03-07 00:00:00.000"
"52.5800705","24.33204651","2024-03-07 00:00:00.000"
"52.59342194","24.32746887","2024-03-07 00:00:00.000"
"52.58169174","24.32804108","2024-03-07 00:00:00.000"
"52.55041122","24.34597015","2024-03-07 00:00:00.000"
"52.47364044","24.34940338","2024-03-07 00:00:00.000"
"52.4312973","24.33319092","2024-03-07 00:00:00.000"
"52.37379074","24.33681488","2024-03-07 00:00:00.000"
"52.47211456","24.40414429","2024-03-07 00:00:00.000"
"52.50358582","24.40872192","2024-03-07 00:00:00.000"
"52.55594254","24.40185547","2024-03-07 00:00:00.000"
"52.61898041","24.39422607","2024-03-07 00:00:00.000"
"52.68163681","24.40738678","2024-03-07 00:00:00.000"
"52.71253586","24.39727783","2024-03-07 00:00:00.000"
"52.71568298","24.401474","2024-03-07 00:00:00.000"
"52.66828537","24.40280914","2024-03-07 00:00:00.000"
"52.65264511","24.41368103","2024-03-07 00:00:00.000"
"52.59456635","24.38964844","2024-03-07 00:00:00.000"
"52.63223648","24.41005707","2024-03-07 00:00:00.000"
"52.60763168","24.40280914","2024-03-07 00:00:00.000"
"52.57339478","24.41921234","2024-03-07 00:00:00.000"
"52.60982513","24.40776825","2024-03-07 00:00:00.000"
"52.63023376","24.39975739","2024-03-07 00:00:00.000"
"52.57310867","24.4228363","2024-03-07 00:00:00.000"
"52.5267601","24.41329956","2024-03-07 00:00:00.000"
"52.5185585","24.43981171","2024-03-07 00:00:00.000"
"52.51712799","24.41692352","2024-03-07 00:00:00.000"
"52.52323151","24.4102478","2024-03-07 00:00:00.000"
"52.47039795","24.41425323","2024-03-07 00:00:00.000"
"52.45294571","24.41940308","2024-03-07 00:00:00.000"
"52.42614746","24.41825867","2024-03-07 00:00:00.000"
"52.41231918","24.42016602","2024-03-07 00:00:00.000"
"52.40545273","24.42340851","2024-03-07 00:00:00.000"
"52.38294601","24.40700531","2024-03-07 00:00:00.000"
"50.36020279","24.3057251","2024-03-07 00:00:00.000"
"50.36325455","24.30992126","2024-03-07 00:00:00.000"
"50.39310455","24.29332733","2024-03-07 00:00:00.000"
"50.43315887","24.28894043","2024-03-07 00:00:00.000"
"50.47073364","24.31030273","2024-03-07 00:00:00.000"
"50.50296783","24.29828644","2024-03-07 00:00:00.000"
"50.55236816","24.2893219","2024-03-07 00:00:00.000"
"50.67176819","24.28894043","2024-03-07 00:00:00.000"
"50.67625046","24.30801392","2024-03-07 00:00:00.000"
"50.7390976","24.30438995","2024-03-07 00:00:00.000"
"50.75464249","24.30744171","2024-03-07 00:00:00.000"
"50.76293945","24.30286407","2024-03-07 00:00:00.000"
"50.80080032","24.29161072","2024-03-07 00:00:00.000"
"50.81186295","24.3057251","2024-03-07 00:00:00.000"
"50.83293915","24.29828644","2024-03-07 00:00:00.000"
"50.84676743","24.30019379","2024-03-07 00:00:00.000"
"50.82330704","24.29485321","2024-03-07 00:00:00.000"
"50.7982254","24.30381775","2024-03-07 00:00:00.000"
"50.77486038","24.29885864","2024-03-07 00:00:00.000"
"50.80986023","24.30839539","2024-03-07 00:00:00.000"
"50.83465576","24.3024826","2024-03-07 00:00:00.000"
"50.91457367","24.31201935","2024-03-07 00:00:00.000"
"50.95119476","24.30706024","2024-03-07 00:00:00.000"
"51.00345612","24.28798676","2024-03-07 00:00:00.000"
"51.01966858","24.29924011","2024-03-07 00:00:00.000"
"51.02939606","24.31106567","2024-03-07 00:00:00.000"
"50.92859268","24.18479919","2024-03-07 00:00:00.000"
"50.94347","24.19471741","2024-03-07 00:00:00.000"
"50.94490051","24.19471741","2024-03-07 00:00:00.000"
"50.88243484","24.19605255","2024-03-07 00:00:00.000"
"50.87213516","24.19338226","2024-03-07 00:00:00.000"
"50.80785751","24.17736053","2024-03-07 00:00:00.000"
"50.65746307","24.18556213","2024-03-07 00:00:00.000"
"50.58298111","24.19395447","2024-03-07 00:00:00.000"
"50.46215057","24.16706085","2024-03-07 00:00:00.000"
"50.40960312","24.18117523","2024-03-07 00:00:00.000"
"50.36430359","24.21779633","2024-03-07 00:00:00.000"
"50.29315948","24.17850494","2024-03-07 00:00:00.000"
"50.24700165","24.19395447","2024-03-07 00:00:00.000"
"50.24929047","24.19300079","2024-03-07 00:00:00.000"
"50.20895004","24.17850494","2024-03-07 00:00:00.000"
"50.25138855","24.20749664","2024-03-07 00:00:00.000"
"50.20837784","24.18880463","2024-03-07 00:00:00.000"
"50.2407074","24.18899536","2024-03-07 00:00:00.000"
"50.24929047","24.18842316","2024-03-07 00:00:00.000"
"50.24442673","24.19261932","2024-03-07 00:00:00.000"
"50.29010773","24.18804169","2024-03-07 00:00:00.000"
"50.27980804","24.18899536","2024-03-07 00:00:00.000"
"50.30841827","24.19013977","2024-03-07 00:00:00.000"
"50.32196045","24.19376373","2024-03-07 00:00:00.000"
"50.3405571","24.1979599","2024-03-07 00:00:00.000"
"50.36334991","24.19071198","2024-03-07 00:00:00.000"
"51.48887634","23.83766174","2024-03-07 00:00:00.000"
"51.4544487","23.83575439","2024-03-07 00:00:00.000"
"51.47237778","23.83117676","2024-03-07 00:00:00.000"
"51.53408051","23.83174896","2024-03-07 00:00:00.000"
"51.69229507","23.83766174","2024-03-07 00:00:00.000"
"51.8863678","23.82030487","2024-03-07 00:00:00.000"
"51.9982338","23.85902405","2024-03-07 00:00:00.000"
"52.11219788","23.84433746","2024-03-07 00:00:00.000"
"52.1270752","23.85025024","2024-03-07 00:00:00.000"
"52.10580826","23.86226654","2024-03-07 00:00:00.000"
"51.99327469","23.84490967","2024-03-07 00:00:00.000"
"51.93138123","23.84796143","2024-03-07 00:00:00.000"
"51.83811188","23.83518219","2024-03-07 00:00:00.000"
"51.79185867","23.85368347","2024-03-07 00:00:00.000"
"51.74407959","23.84128571","2024-03-07 00:00:00.000"
"51.78613663","23.85673523","2024-03-07 00:00:00.000"
"51.79672241","23.8363266","2024-03-07 00:00:00.000"
"51.8447876","23.84624481","2024-03-07 00:00:00.000"
"51.87940598","23.84433746","2024-03-07 00:00:00.000"
"51.96342468","23.8489151","2024-03-07 00:00:00.000"
"52.00481415","23.86035919","2024-03-07 00:00:00.000"
"52.09121704","23.84529114","2024-03-07 00:00:00.000"
"52.14118958","23.85215759","2024-03-07 00:00:00.000"
"52.20375061","23.85215759","2024-03-07 00:00:00.000"
"52.33049393","23.84223938","2024-03-07 00:00:00.000"
"52.39543915","23.84586334","2024-03-07 00:00:00.000"
"51.53150558","24.1104126","2024-03-07 00:00:00.000"
"51.59826279","24.10774231","2024-03-07 00:00:00.000"
"51.59797668","24.11003113","2024-03-07 00:00:00.000"
"51.6336441","24.09896851","2024-03-07 00:00:00.000"
"51.58529282","24.10163879","2024-03-07 00:00:00.000"
"51.55181885","24.09267426","2024-03-07 00:00:00.000"
"51.46036148","24.09763336","2024-03-07 00:00:00.000"
"51.35688782","24.09439087","2024-03-07 00:00:00.000"
"51.24797821","24.11403656","2024-03-07 00:00:00.000"
"51.18293762","24.09896851","2024-03-07 00:00:00.000"
"51.11608505","24.10049438","2024-03-07 00:00:00.000"
"51.04370117","24.11079407","2024-03-07 00:00:00.000"
"51.03054047","24.10907745","2024-03-07 00:00:00.000"
"50.96473694","24.11231995","2024-03-07 00:00:00.000"
"50.92782974","24.12185669","2024-03-07 00:00:00.000"
"50.90856552","24.10545349","2024-03-07 00:00:00.000"
"50.85945129","24.10678864","2024-03-07 00:00:00.000"
"50.85544586","24.11308289","2024-03-07 00:00:00.000"
"50.87385178","24.10488129","2024-03-07 00:00:00.000"
"50.86545944","24.09496307","2024-03-07 00:00:00.000"
"50.86622238","24.08676147","2024-03-07 00:00:00.000"
"50.87614059","24.10049438","2024-03-07 00:00:00.000"
"50.85258484","24.11270142","2024-03-07 00:00:00.000"
"50.85391998","24.12414551","2024-03-07 00:00:00.000"
"50.82969666","24.09629822","2024-03-07 00:00:00.000"
"50.87814331","24.10850525","2024-03-07 00:00:00.000"
"51.98354721","24.1979599","2024-03-07 00:00:00.000"
"51.97868347","24.20349121","2024-03-07 00:00:00.000"
"51.85575485","24.20024872","2024-03-07 00:00:00.000"
"51.72119141","24.20406342","2024-03-07 00:00:00.000"
"51.66530609","24.21226501","2024-03-07 00:00:00.000"
"51.62601471","24.20501709","2024-03-07 00:00:00.000"
"51.65252686","24.22599792","2024-03-07 00:00:00.000"
"51.7323494","24.21836853","2024-03-07 00:00:00.000"
"52.00595856","24.21379089","2024-03-07 00:00:00.000"
"52.27804184","24.23038483","2024-03-07 00:00:00.000"
"52.35395432","24.21741486","2024-03-07 00:00:00.000"
"52.21300125","24.22790527","2024-03-07 00:00:00.000"
"52.15501785","24.24240112","2024-03-07 00:00:00.000"
"52.01931","24.23305511","2024-03-07 00:00:00.000"
"51.95074081","24.23629761","2024-03-07 00:00:00.000"
"51.84555054","24.21245575","2024-03-07 00:00:00.000"
"51.8116951","24.24583435","2024-03-07 00:00:00.000"
"51.7578125","24.22027588","2024-03-07 00:00:00.000"
"51.67284012","24.2477417","2024-03-07 00:00:00.000"
"51.65739059","24.23686981","2024-03-07 00:00:00.000"
"51.608181","24.24545288","2024-03-07 00:00:00.000"
"51.59511566","24.24602509","2024-03-07 00:00:00.000"
"51.55029297","24.2401123","2024-03-07 00:00:00.000"
"51.55191422","24.24545288","2024-03-07 00:00:00.000"
"51.53245926","24.22790527","2024-03-07 00:00:00.000"
"50.32730103","24.26643372","2024-03-07 00:00:00.000"
"50.33721924","24.2773056","2024-03-07 00:00:00.000"
"50.35028458","24.27978516","2024-03-07 00:00:00.000"
"50.29582977","24.27158356","2024-03-07 00:00:00.000"
"50.30078888","24.27005768","2024-03-07 00:00:00.000"
"50.26865005","24.29065704","2024-03-07 00:00:00.000"
"50.25501251","24.29695129","2024-03-07 00:00:00.000"
"50.22916794","24.29008484","2024-03-07 00:00:00.000"
"50.27236938","24.29103851","2024-03-07 00:00:00.000"
"50.22954941","24.29332733","2024-03-07 00:00:00.000"
"50.21381378","24.30610657","2024-03-07 00:00:00.000"
"50.22497177","24.30076599","2024-03-07 00:00:00.000"
"50.18701553","24.29828644","2024-03-07 00:00:00.000"
"50.20627975","24.29714203","2024-03-07 00:00:00.000"
"50.20151138","24.28302765","2024-03-07 00:00:00.000"
"50.18386841","24.29256439","2024-03-07 00:00:00.000"
"50.1994133","24.30381775","2024-03-07 00:00:00.000"
"50.22792816","24.29561615","2024-03-07 00:00:00.000"
"50.18548965","24.29885864","2024-03-07 00:00:00.000"
"50.23384094","24.29561615","2024-03-07 00:00:00.000"
"50.2371788","24.30934906","2024-03-07 00:00:00.000"
"50.21495819","24.28779602","2024-03-07 00:00:00.000"
"50.21438599","24.29237366","2024-03-07 00:00:00.000"
"50.19855499","24.27825928","2024-03-07 00:00:00.000"
"50.09775162","24.30114746","2024-03-07 00:00:00.000"
"52.68774033","24.14684296","2024-03-07 00:00:00.000"
"52.6638031","24.14283752","2024-03-07 00:00:00.000"
"52.65741348","24.1350174","2024-03-07 00:00:00.000"
"52.65512466","24.1399765","2024-03-07 00:00:00.000"
"52.6550293","24.14836884","2024-03-07 00:00:00.000"
"52.63834","24.13902283","2024-03-07 00:00:00.000"
"52.6599884","24.13864136","2024-03-07 00:00:00.000"
"52.63319016","24.12948608","2024-03-07 00:00:00.000"
"52.65340805","24.12223816","2024-03-07 00:00:00.000"
"52.68621445","24.13654327","2024-03-07 00:00:00.000"
"52.64129639","24.14684296","2024-03-07 00:00:00.000"
"52.66017914","24.14550781","2024-03-07 00:00:00.000"
"52.62269974","24.14875031","2024-03-07 00:00:00.000"
"52.66313553","24.14951324","2024-03-07 00:00:00.000"
"52.63986588","24.13539886","2024-03-07 00:00:00.000"
"52.64062881","24.15180206","2024-03-07 00:00:00.000"
"52.66208649","24.14417267","2024-03-07 00:00:00.000"
"52.67601013","24.14951324","2024-03-07 00:00:00.000"
"52.67553329","24.14741516","2024-03-07 00:00:00.000"
"52.67133713","24.13902283","2024-03-07 00:00:00.000"
"52.66561508","24.13768768","2024-03-07 00:00:00.000"
"52.66418457","24.14875031","2024-03-07 00:00:00.000"
"52.6553154","24.14779663","2024-03-07 00:00:00.000"
"52.66237259","24.14016724","2024-03-07 00:00:00.000"
"52.69775391","24.1399765","2024-03-07 00:00:00.000"
"52.67534256","24.15523529","2024-03-07 00:00:00.000"
"52.87151337","24.07932281","2024-03-07 00:00:00.000"
"52.8421402","24.05700684","2024-03-07 00:00:00.000"
"52.87017822","24.07169342","2024-03-07 00:00:00.000"
"52.86550522","24.06711578","2024-03-07 00:00:00.000"
"52.86388397","24.05261993","2024-03-07 00:00:00.000"
"52.86626816","24.05796051","2024-03-07 00:00:00.000"
"52.85787582","24.06520844","2024-03-07 00:00:00.000"
"52.87971497","24.05738831","2024-03-07 00:00:00.000"
"52.83288956","24.08218384","2024-03-07 00:00:00.000"
"52.89239883","24.07245636","2024-03-07 00:00:00.000"
"52.84862518","24.07035828","2024-03-07 00:00:00.000"
"52.86607742","24.05700684","2024-03-07 00:00:00.000"
"52.8594017","24.06425476","2024-03-07 00:00:00.000"
"52.87666321","24.07665253","2024-03-07 00:00:00.000"
"52.91013718","24.06349182","2024-03-07 00:00:00.000"
"52.88610458","24.06902313","2024-03-07 00:00:00.000"
"52.88877487","24.06215668","2024-03-07 00:00:00.000"
"52.88324356","24.06578064","2024-03-07 00:00:00.000"
"52.88219452","24.05033112","2024-03-07 00:00:00.000"
"52.90822983","24.07016754","2024-03-07 00:00:00.000"
"52.86407471","24.05567169","2024-03-07 00:00:00.000"
"52.87055969","24.06291962","2024-03-07 00:00:00.000"
"52.8424263","24.06673431","2024-03-07 00:00:00.000"
"52.86064148","24.07836914","2024-03-07 00:00:00.000"
"52.8503418","24.06387329","2024-03-07 00:00:00.000"
"52.86159515","24.08180237","2024-03-07 00:00:00.000"
"53.05213928","24.04747009","2024-03-07 00:00:00.000"
"53.01303864","24.04193878","2024-03-07 00:00:00.000"
"52.98233032","24.02687073","2024-03-07 00:00:00.000"
"52.96316147","24.02191162","2024-03-07 00:00:00.000"
"52.91585922","24.05166626","2024-03-07 00:00:00.000"
"52.91070938","24.04918671","2024-03-07 00:00:00.000"
"52.88543701","24.06349182","2024-03-07 00:00:00.000"
"52.86464691","24.04289246","2024-03-07 00:00:00.000"
"52.82011032","24.04022217","2024-03-07 00:00:00.000"
"52.77671814","24.04937744","2024-03-07 00:00:00.000"
"52.73351669","24.04575348","2024-03-07 00:00:00.000"
"52.70719528","24.03755188","2024-03-07 00:00:00.000"
"52.69927979","24.04556274","2024-03-07 00:00:00.000"
"52.66838074","24.03640747","2024-03-07 00:00:00.000"
"52.62975693","24.05567169","2024-03-07 00:00:00.000"
"52.55413055","24.05338287","2024-03-07 00:00:00.000"
"52.56156921","24.05738831","2024-03-07 00:00:00.000"
"52.51512527","24.05166626","2024-03-07 00:00:00.000"
"52.49500275","24.06024933","2024-03-07 00:00:00.000"
"52.4851799","24.07035828","2024-03-07 00:00:00.000"
"52.44569778","24.04289246","2024-03-07 00:00:00.000"
"52.38189697","24.04785156","2024-03-07 00:00:00.000"
"52.23875046","24.03507233","2024-03-07 00:00:00.000"
"52.13661194","24.04975891","2024-03-07 00:00:00.000"
"52.07424164","24.03888702","2024-03-07 00:00:00.000"
"52.05202103","24.06482697","2024-03-07 00:00:00.000"
"54.58269119","24.55883026","2024-03-07 00:00:00.000"
"54.78124619","24.55024719","2024-03-07 00:00:00.000"
"55.06591797","24.54853058","2024-03-07 00:00:00.000"
"55.22518158","24.55482483","2024-03-07 00:00:00.000"
"55.34954071","24.54853058","2024-03-07 00:00:00.000"
"55.4649353","24.559021","2024-03-07 00:00:00.000"
"55.51681519","24.56703186","2024-03-07 00:00:00.000"
"55.56287766","24.54986572","2024-03-07 00:00:00.000"
"55.59444427","24.54147339","2024-03-07 00:00:00.000"
"55.58357239","24.55291748","2024-03-07 00:00:00.000"
"55.59673309","24.54166412","2024-03-07 00:00:00.000"
"55.63421249","24.55158234","2024-03-07 00:00:00.000"
"55.62849045","24.55806732","2024-03-07 00:00:00.000"
"55.58757782","24.56531525","2024-03-07 00:00:00.000"
"55.53779602","24.5475769","2024-03-07 00:00:00.000"
"55.42936325","24.55940247","2024-03-07 00:00:00.000"
"55.22899628","24.55196381","2024-03-07 00:00:00.000"
"54.72831726","24.54929352","2024-03-07 00:00:00.000"
"54.22735214","24.54986572","2024-03-07 00:00:00.000"
"53.91807556","24.5475769","2024-03-07 00:00:00.000"
"53.77607346","24.54433441","2024-03-07 00:00:00.000"
"53.6895752","24.55654144","2024-03-07 00:00:00.000"
"53.66668701","24.54566956","2024-03-07 00:00:00.000"
"53.6857605","24.55158234","2024-03-07 00:00:00.000"
"53.54976654","24.55062866","2024-03-07 00:00:00.000"
"54.96740341","24.52106476","2024-03-07 00:00:00.000"
"55.06057739","24.51934814","2024-03-07 00:00:00.000"
"55.11627197","24.5141983","2024-03-07 00:00:00.000"
"55.11198044","24.50199127","2024-03-07 00:00:00.000"
"55.22680283","24.51686859","2024-03-07 00:00:00.000"
"55.33094406","24.5141983","2024-03-07 00:00:00.000"
"55.41419983","24.5141983","2024-03-07 00:00:00.000"
"55.4520607","24.51190948","2024-03-07 00:00:00.000"
"55.43766022","24.51820374","2024-03-07 00:00:00.000"
"55.37414551","24.51553345","2024-03-07 00:00:00.000"
"55.37433624","24.51457977","2024-03-07 00:00:00.000"
"55.30805588","24.51095581","2024-03-07 00:00:00.000"
"55.3601265","24.50370789","2024-03-07 00:00:00.000"
"55.38129807","24.51648712","2024-03-07 00:00:00.000"
"55.45301437","24.51782227","2024-03-07 00:00:00.000"
"55.4690361","24.50656891","2024-03-07 00:00:00.000"
"55.48534393","24.52144623","2024-03-07 00:00:00.000"
"55.44214249","24.52011108","2024-03-07 00:00:00.000"
"55.34915924","24.50790405","2024-03-07 00:00:00.000"
"55.19933701","24.52964783","2024-03-07 00:00:00.000"
"54.8661232","24.52640533","2024-03-07 00:00:00.000"
"54.59985733","24.52659607","2024-03-07 00:00:00.000"
"54.45232391","24.51229095","2024-03-07 00:00:00.000"
"54.37994003","24.52640533","2024-03-07 00:00:00.000"
"54.37774658","24.51324463","2024-03-07 00:00:00.000"
"54.42171097","24.5092392","2024-03-07 00:00:00.000"
"53.39984894","24.21512604","2024-03-07 00:00:00.000"
"53.42082977","24.22790527","2024-03-07 00:00:00.000"
"53.43580246","24.23648834","2024-03-07 00:00:00.000"
"53.43675613","24.22847748","2024-03-07 00:00:00.000"
"53.44047546","24.22828674","2024-03-07 00:00:00.000"
"53.3829689","24.23458099","2024-03-07 00:00:00.000"
"53.33099365","24.22885895","2024-03-07 00:00:00.000"
"53.24783325","24.22237396","2024-03-07 00:00:00.000"
"53.21273804","24.22294617","2024-03-07 00:00:00.000"
"53.21350098","24.2269516","2024-03-07 00:00:00.000"
"53.18832397","24.23305511","2024-03-07 00:00:00.000"
"53.12385559","24.22904968","2024-03-07 00:00:00.000"
"53.1121254","24.21474457","2024-03-07 00:00:00.000"
"53.09343338","24.21741486","2024-03-07 00:00:00.000"
"53.12480927","24.22389984","2024-03-07 00:00:00.000"
"53.17153931","24.21150208","2024-03-07 00:00:00.000"
"53.16286087","24.23324585","2024-03-07 00:00:00.000"
